,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist,song name
12,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,audio_features,1EDpGVPUA7T8raDWUQRXIp,spotify:track:1EDpGVPUA7T8raDWUQRXIp,https://api.spotify.com/v1/tracks/1EDpGVPUA7T8raDWUQRXIp,https://api.spotify.com/v1/audio-analysis/1EDpGVPUA7T8raDWUQRXIp,183067,4,Justin Bieber,Mistletoe
13,0.658,0.679,10,-8.606,0,0.0361,0.0207,3.15e-06,0.198,0.42,94.489,audio_features,2NzpG0In2g6fDXJEvb9uar,spotify:track:2NzpG0In2g6fDXJEvb9uar,https://api.spotify.com/v1/tracks/2NzpG0In2g6fDXJEvb9uar,https://api.spotify.com/v1/audio-analysis/2NzpG0In2g6fDXJEvb9uar,185560,4,Justin Bieber,Fa La La
14,0.639,0.836,0,-4.878,0,0.048,0.027,0.0,0.283,0.814,104.998,audio_features,3Uw4eSJThH1zWIdBvNIQ0g,spotify:track:3Uw4eSJThH1zWIdBvNIQ0g,https://api.spotify.com/v1/tracks/3Uw4eSJThH1zWIdBvNIQ0g,https://api.spotify.com/v1/audio-analysis/3Uw4eSJThH1zWIdBvNIQ0g,216720,4,Justin Bieber,Santa Claus Is Coming To Town
15,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,audio_features,0dnsFvaGOcZrQh7FtdlaAI,spotify:track:0dnsFvaGOcZrQh7FtdlaAI,https://api.spotify.com/v1/tracks/0dnsFvaGOcZrQh7FtdlaAI,https://api.spotify.com/v1/audio-analysis/0dnsFvaGOcZrQh7FtdlaAI,183067,4,Justin Bieber,Mistletoe
16,0.409,0.57,6,-10.54,0,0.0711,0.687,0.0,0.173,0.336,128.657,audio_features,2G1F5OzSVCOWcimw6T3ATb,spotify:track:2G1F5OzSVCOWcimw6T3ATb,https://api.spotify.com/v1/tracks/2G1F5OzSVCOWcimw6T3ATb,https://api.spotify.com/v1/audio-analysis/2G1F5OzSVCOWcimw6T3ATb,223613,4,Justin Bieber,Christmas Eve
17,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,audio_features,1lYhSbr01UtoiIE8thgLWK,spotify:track:1lYhSbr01UtoiIE8thgLWK,https://api.spotify.com/v1/tracks/1lYhSbr01UtoiIE8thgLWK,https://api.spotify.com/v1/audio-analysis/1lYhSbr01UtoiIE8thgLWK,183067,4,Justin Bieber,Mistletoe
18,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,audio_features,62Sja7JGM9LX0xJDuQe4Tu,spotify:track:62Sja7JGM9LX0xJDuQe4Tu,https://api.spotify.com/v1/tracks/62Sja7JGM9LX0xJDuQe4Tu,https://api.spotify.com/v1/audio-analysis/62Sja7JGM9LX0xJDuQe4Tu,183067,4,Justin Bieber,Mistletoe
19,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,audio_features,6uMiZvybmgW9uPy1AbblRT,spotify:track:6uMiZvybmgW9uPy1AbblRT,https://api.spotify.com/v1/tracks/6uMiZvybmgW9uPy1AbblRT,https://api.spotify.com/v1/audio-analysis/6uMiZvybmgW9uPy1AbblRT,183067,4,Justin Bieber,Mistletoe
20,0.533,0.426,9,-9.525,0,0.0297,0.46,0.0,0.1,0.152,103.267,audio_features,7Lc2fEK6uVoWyYDVC3yWuB,spotify:track:7Lc2fEK6uVoWyYDVC3yWuB,https://api.spotify.com/v1/tracks/7Lc2fEK6uVoWyYDVC3yWuB,https://api.spotify.com/v1/audio-analysis/7Lc2fEK6uVoWyYDVC3yWuB,216427,3,Justin Bieber,The Christmas Song (Chestnuts Roasting On An Open Fire)
21,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,audio_features,5Yq2HDYelpD9jQJh8EHs5V,spotify:track:5Yq2HDYelpD9jQJh8EHs5V,https://api.spotify.com/v1/tracks/5Yq2HDYelpD9jQJh8EHs5V,https://api.spotify.com/v1/audio-analysis/5Yq2HDYelpD9jQJh8EHs5V,183067,4,Justin Bieber,Mistletoe
22,0.752,0.85,8,-8.327,1,0.0819,0.025,0.000131,0.149,0.491,122.991,audio_features,16zSkx0XLtpWuKrD1unU3Z,spotify:track:16zSkx0XLtpWuKrD1unU3Z,https://api.spotify.com/v1/tracks/16zSkx0XLtpWuKrD1unU3Z,https://api.spotify.com/v1/audio-analysis/16zSkx0XLtpWuKrD1unU3Z,225333,4,Justin Bieber,Drummer Boy
23,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,audio_features,4PECQ81W6ex0JiuKZ2xe1q,spotify:track:4PECQ81W6ex0JiuKZ2xe1q,https://api.spotify.com/v1/tracks/4PECQ81W6ex0JiuKZ2xe1q,https://api.spotify.com/v1/audio-analysis/4PECQ81W6ex0JiuKZ2xe1q,183067,4,Justin Bieber,Mistletoe
24,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,audio_features,2V198kADxUecO8UxMIVUzH,spotify:track:2V198kADxUecO8UxMIVUzH,https://api.spotify.com/v1/tracks/2V198kADxUecO8UxMIVUzH,https://api.spotify.com/v1/audio-analysis/2V198kADxUecO8UxMIVUzH,183067,4,Justin Bieber,Mistletoe
25,0.533,0.426,9,-9.525,0,0.0297,0.46,0.0,0.1,0.152,103.267,audio_features,2empO5N2NHSw2QdDnax9A1,spotify:track:2empO5N2NHSw2QdDnax9A1,https://api.spotify.com/v1/tracks/2empO5N2NHSw2QdDnax9A1,https://api.spotify.com/v1/audio-analysis/2empO5N2NHSw2QdDnax9A1,216427,3,Justin Bieber,The Christmas Song (Chestnuts Roasting On An Open Fire)
26,0.533,0.426,9,-9.525,0,0.0297,0.46,0.0,0.1,0.152,103.267,audio_features,7hqsfisUIIvDRT2VBjYfSH,spotify:track:7hqsfisUIIvDRT2VBjYfSH,https://api.spotify.com/v1/tracks/7hqsfisUIIvDRT2VBjYfSH,https://api.spotify.com/v1/audio-analysis/7hqsfisUIIvDRT2VBjYfSH,216427,3,Justin Bieber,The Christmas Song (Chestnuts Roasting On An Open Fire)
27,0.533,0.426,9,-9.525,0,0.0297,0.46,0.0,0.1,0.152,103.267,audio_features,6cRsVtce5TtBACWA8827vg,spotify:track:6cRsVtce5TtBACWA8827vg,https://api.spotify.com/v1/tracks/6cRsVtce5TtBACWA8827vg,https://api.spotify.com/v1/audio-analysis/6cRsVtce5TtBACWA8827vg,216427,3,Justin Bieber,The Christmas Song (Chestnuts Roasting On An Open Fire)
28,0.533,0.426,9,-9.525,0,0.0297,0.46,0.0,0.1,0.152,103.267,audio_features,75u0mr537ttw1euI1idxNB,spotify:track:75u0mr537ttw1euI1idxNB,https://api.spotify.com/v1/tracks/75u0mr537ttw1euI1idxNB,https://api.spotify.com/v1/audio-analysis/75u0mr537ttw1euI1idxNB,216427,3,Justin Bieber,The Christmas Song (Chestnuts Roasting On An Open Fire)
29,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,audio_features,6I3mqTwhRpn34SLVafSH7G,spotify:track:6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/tracks/6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/audio-analysis/6I3mqTwhRpn34SLVafSH7G,153190,4,Justin Bieber,Ghost
30,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,audio_features,50kpGaPAhYJ3sGmk6vplg0,spotify:track:50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/audio-analysis/50kpGaPAhYJ3sGmk6vplg0,233720,4,Justin Bieber,Love Yourself
31,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,audio_features,5u1n1kITHCxxp8twBcZxWy,spotify:track:5u1n1kITHCxxp8twBcZxWy,https://api.spotify.com/v1/tracks/5u1n1kITHCxxp8twBcZxWy,https://api.spotify.com/v1/audio-analysis/5u1n1kITHCxxp8twBcZxWy,212093,4,Justin Bieber,Holy (feat. Chance The Rapper)
32,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,audio_features,31qCy5ZaophVA81wtlwLc4,spotify:track:31qCy5ZaophVA81wtlwLc4,https://api.spotify.com/v1/tracks/31qCy5ZaophVA81wtlwLc4,https://api.spotify.com/v1/audio-analysis/31qCy5ZaophVA81wtlwLc4,190779,4,Justin Bieber,Anyone
33,0.604,0.741,2,-5.571,1,0.0475,0.178,3.49e-05,0.409,0.473,153.947,audio_features,5dPz35akJjPqb17yeqNwqH,spotify:track:5dPz35akJjPqb17yeqNwqH,https://api.spotify.com/v1/tracks/5dPz35akJjPqb17yeqNwqH,https://api.spotify.com/v1/audio-analysis/5dPz35akJjPqb17yeqNwqH,153190,4,Justin Bieber,Ghost
34,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,audio_features,6epn3r7S14KUqlReYr77hA,spotify:track:6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/tracks/6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/audio-analysis/6epn3r7S14KUqlReYr77hA,214240,4,Justin Bieber,Baby
35,0.815,0.816,5,-4.393,0,0.0513,0.0501,0.000887,0.0761,0.774,96.033,audio_features,24OeEKPQ8qqNZnPevRHxUT,spotify:track:24OeEKPQ8qqNZnPevRHxUT,https://api.spotify.com/v1/tracks/24OeEKPQ8qqNZnPevRHxUT,https://api.spotify.com/v1/audio-analysis/24OeEKPQ8qqNZnPevRHxUT,187453,4,Justin Bieber,Red Eye (feat. TroyBoi)
36,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,audio_features,09CtPGIpYB4BrO8qb1RGsF,spotify:track:09CtPGIpYB4BrO8qb1RGsF,https://api.spotify.com/v1/tracks/09CtPGIpYB4BrO8qb1RGsF,https://api.spotify.com/v1/audio-analysis/09CtPGIpYB4BrO8qb1RGsF,200787,4,Justin Bieber,Sorry
37,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98,audio_features,4u4NyuceXP7Uzh7XFJKCr1,spotify:track:4u4NyuceXP7Uzh7XFJKCr1,https://api.spotify.com/v1/tracks/4u4NyuceXP7Uzh7XFJKCr1,https://api.spotify.com/v1/audio-analysis/4u4NyuceXP7Uzh7XFJKCr1,170813,4,Justin Bieber,Hold On
38,0.658,0.634,1,-6.068,0,0.0431,0.0104,0.0,0.12,0.302,140.002,audio_features,1nahzW3kfMuwReTka28tH5,spotify:track:1nahzW3kfMuwReTka28tH5,https://api.spotify.com/v1/tracks/1nahzW3kfMuwReTka28tH5,https://api.spotify.com/v1/audio-analysis/1nahzW3kfMuwReTka28tH5,170813,4,Justin Bieber,Hold On
39,0.631,0.239,11,-7.071,0,0.0398,0.864,0.0,0.116,0.0927,79.859,audio_features,4y4spB9m0Q6026KfkAvy9Q,spotify:track:4y4spB9m0Q6026KfkAvy9Q,https://api.spotify.com/v1/tracks/4y4spB9m0Q6026KfkAvy9Q,https://api.spotify.com/v1/audio-analysis/4y4spB9m0Q6026KfkAvy9Q,149297,4,Justin Bieber,Lonely (with benny blanco)
40,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,audio_features,4umIPjkehX1r7uhmGvXiSV,spotify:track:4umIPjkehX1r7uhmGvXiSV,https://api.spotify.com/v1/tracks/4umIPjkehX1r7uhmGvXiSV,https://api.spotify.com/v1/audio-analysis/4umIPjkehX1r7uhmGvXiSV,212867,4,Justin Bieber,Intentions (feat. Quavo)
41,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,audio_features,4B0JvthVoAAuygILe3n4Bs,spotify:track:4B0JvthVoAAuygILe3n4Bs,https://api.spotify.com/v1/tracks/4B0JvthVoAAuygILe3n4Bs,https://api.spotify.com/v1/audio-analysis/4B0JvthVoAAuygILe3n4Bs,205680,4,Justin Bieber,What Do You Mean?
42,0.811,0.553,9,-6.644,1,0.0552,0.317,0.0,0.105,0.86,148.014,audio_features,364dI1bYnvamSnBJ8JcNzN,spotify:track:364dI1bYnvamSnBJ8JcNzN,https://api.spotify.com/v1/tracks/364dI1bYnvamSnBJ8JcNzN,https://api.spotify.com/v1/audio-analysis/364dI1bYnvamSnBJ8JcNzN,212869,4,Justin Bieber,Intentions
43,0.462,0.745,0,-6.588,0,0.0699,0.0367,0.0,0.0795,0.254,100.042,audio_features,23EquxExXkNmGCCY96P0Iu,spotify:track:23EquxExXkNmGCCY96P0Iu,https://api.spotify.com/v1/tracks/23EquxExXkNmGCCY96P0Iu,https://api.spotify.com/v1/audio-analysis/23EquxExXkNmGCCY96P0Iu,193355,4,Justin Bieber,Hailey
44,0.509,0.228,4,-8.68,1,0.0332,0.92,0.0,0.104,0.586,90.674,audio_features,3T03rPwlL8NVk1yIaxeD8U,spotify:track:3T03rPwlL8NVk1yIaxeD8U,https://api.spotify.com/v1/tracks/3T03rPwlL8NVk1yIaxeD8U,https://api.spotify.com/v1/audio-analysis/3T03rPwlL8NVk1yIaxeD8U,156468,4,Justin Bieber,Off My Face
45,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,audio_features,190jyVPHYjAqEaOGmMzdyk,spotify:track:190jyVPHYjAqEaOGmMzdyk,https://api.spotify.com/v1/tracks/190jyVPHYjAqEaOGmMzdyk,https://api.spotify.com/v1/audio-analysis/190jyVPHYjAqEaOGmMzdyk,227987,4,Justin Bieber,Beauty And A Beat
46,0.685,0.521,2,-8.285,1,0.0345,0.185,3.59e-06,0.111,0.578,115.885,audio_features,2WnAKZefdRHxtBEkRjFOHC,spotify:track:2WnAKZefdRHxtBEkRjFOHC,https://api.spotify.com/v1/tracks/2WnAKZefdRHxtBEkRjFOHC,https://api.spotify.com/v1/audio-analysis/2WnAKZefdRHxtBEkRjFOHC,190779,4,Justin Bieber,Anyone
47,0.738,0.563,5,-5.467,0,0.11,0.113,0.0,0.191,0.876,134.132,audio_features,5Isz0twJeFdduOQEFQLezv,spotify:track:5Isz0twJeFdduOQEFQLezv,https://api.spotify.com/v1/tracks/5Isz0twJeFdduOQEFQLezv,https://api.spotify.com/v1/audio-analysis/5Isz0twJeFdduOQEFQLezv,248133,4,Justin Bieber,Confident
48,0.495,0.333,4,-10.109,0,0.0288,0.737,0.0,0.112,0.37,99.757,audio_features,137mSruegm1u6x9NvwiagR,spotify:track:137mSruegm1u6x9NvwiagR,https://api.spotify.com/v1/tracks/137mSruegm1u6x9NvwiagR,https://api.spotify.com/v1/audio-analysis/137mSruegm1u6x9NvwiagR,158324,4,Justin Bieber,Unstable (feat. The Kid LAROI)
49,0.595,0.543,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928,audio_features,6F2r4HgpJnvKDmkN6JEN6J,spotify:track:6F2r4HgpJnvKDmkN6JEN6J,https://api.spotify.com/v1/tracks/6F2r4HgpJnvKDmkN6JEN6J,https://api.spotify.com/v1/audio-analysis/6F2r4HgpJnvKDmkN6JEN6J,174406,4,Justin Bieber,As I Am (feat. Khalid)
50,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,5ghIJDpPoe3CfHMGu71E6T,spotify:track:5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/audio-analysis/5ghIJDpPoe3CfHMGu71E6T,301920,4,Nirvana,Smells Like Teen Spirit
51,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,audio_features,4P5KoWXOxwuobLmHXLMobV,spotify:track:4P5KoWXOxwuobLmHXLMobV,https://api.spotify.com/v1/tracks/4P5KoWXOxwuobLmHXLMobV,https://api.spotify.com/v1/audio-analysis/4P5KoWXOxwuobLmHXLMobV,218920,4,Nirvana,Come As You Are
52,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,audio_features,11LmqTE2naFULdEP94AUBa,spotify:track:11LmqTE2naFULdEP94AUBa,https://api.spotify.com/v1/tracks/11LmqTE2naFULdEP94AUBa,https://api.spotify.com/v1/audio-analysis/11LmqTE2naFULdEP94AUBa,281160,4,Nirvana,Heart-Shaped Box
53,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207,audio_features,2YodwKJnbPyNKe8XXSE9V7,spotify:track:2YodwKJnbPyNKe8XXSE9V7,https://api.spotify.com/v1/tracks/2YodwKJnbPyNKe8XXSE9V7,https://api.spotify.com/v1/audio-analysis/2YodwKJnbPyNKe8XXSE9V7,257053,4,Nirvana,Lithium
54,0.436,0.876,10,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,audio_features,30HCB1FoE77IfGRyNv4eFq,spotify:track:30HCB1FoE77IfGRyNv4eFq,https://api.spotify.com/v1/tracks/30HCB1FoE77IfGRyNv4eFq,https://api.spotify.com/v1/audio-analysis/30HCB1FoE77IfGRyNv4eFq,255080,4,Nirvana,In Bloom
55,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,audio_features,15VRO9CQwMpbqUYA7e6Hwg,spotify:track:15VRO9CQwMpbqUYA7e6Hwg,https://api.spotify.com/v1/tracks/15VRO9CQwMpbqUYA7e6Hwg,https://api.spotify.com/v1/audio-analysis/15VRO9CQwMpbqUYA7e6Hwg,261093,4,Nirvana,The Man Who Sold The World
56,0.446,0.632,1,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176,audio_features,1Ic9pKxGSJGM0LKeqf6lGe,spotify:track:1Ic9pKxGSJGM0LKeqf6lGe,https://api.spotify.com/v1/tracks/1Ic9pKxGSJGM0LKeqf6lGe,https://api.spotify.com/v1/audio-analysis/1Ic9pKxGSJGM0LKeqf6lGe,233173,4,Nirvana,All Apologies
57,0.409,0.932,11,-4.538,0,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,audio_features,55yvzYuvJYG2RUEnMK78tr,spotify:track:55yvzYuvJYG2RUEnMK78tr,https://api.spotify.com/v1/tracks/55yvzYuvJYG2RUEnMK78tr,https://api.spotify.com/v1/audio-analysis/55yvzYuvJYG2RUEnMK78tr,166640,4,Nirvana,About A Girl
58,0.697,0.395,6,-13.58,1,0.0281,0.428,0.653,0.173,0.876,113.589,audio_features,5gRcv46AMTrosmTOqrOV3Q,spotify:track:5gRcv46AMTrosmTOqrOV3Q,https://api.spotify.com/v1/tracks/5gRcv46AMTrosmTOqrOV3Q,https://api.spotify.com/v1/audio-analysis/5gRcv46AMTrosmTOqrOV3Q,151893,4,Nirvana,Dumb
59,0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22e-06,0.184,0.198,133.358,audio_features,5Ddlk6C2JVxb1SReZ6O1wk,spotify:track:5Ddlk6C2JVxb1SReZ6O1wk,https://api.spotify.com/v1/tracks/5Ddlk6C2JVxb1SReZ6O1wk,https://api.spotify.com/v1/audio-analysis/5Ddlk6C2JVxb1SReZ6O1wk,223880,4,Nirvana,Drain You
60,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,audio_features,1nFtiJxYdhtFfFtfXBv06s,spotify:track:1nFtiJxYdhtFfFtfXBv06s,https://api.spotify.com/v1/tracks/1nFtiJxYdhtFfFtfXBv06s,https://api.spotify.com/v1/audio-analysis/1nFtiJxYdhtFfFtfXBv06s,232147,4,Nirvana,Something In The Way
61,0.573,0.59,3,-8.43,1,0.0557,0.667,0.000397,0.691,0.364,108.789,audio_features,551qy5vUgrUfEUc4dCNfht,spotify:track:551qy5vUgrUfEUc4dCNfht,https://api.spotify.com/v1/tracks/551qy5vUgrUfEUc4dCNfht,https://api.spotify.com/v1/audio-analysis/551qy5vUgrUfEUc4dCNfht,306067,3,Nirvana,Where Did You Sleep Last Night
62,0.262,0.969,4,-4.675,1,0.0894,3.69e-06,0.00213,0.133,0.263,158.433,audio_features,5mJGLBNJM0GULqAoL5mb9C,spotify:track:5mJGLBNJM0GULqAoL5mb9C,https://api.spotify.com/v1/tracks/5mJGLBNJM0GULqAoL5mb9C,https://api.spotify.com/v1/audio-analysis/5mJGLBNJM0GULqAoL5mb9C,184040,4,Nirvana,Breed
63,0.541,0.618,1,-9.652,0,0.179,0.277,4.02e-05,0.413,0.68,145.464,audio_features,4UJmPSJsBsIR1U0N79BU1g,spotify:track:4UJmPSJsBsIR1U0N79BU1g,https://api.spotify.com/v1/tracks/4UJmPSJsBsIR1U0N79BU1g,https://api.spotify.com/v1/audio-analysis/4UJmPSJsBsIR1U0N79BU1g,175973,4,Nirvana,Lake Of Fire
64,0.307,0.832,7,-6.685,1,0.0718,0.00897,7.18e-06,0.982,0.232,121.933,audio_features,3fLoeFrSJqOvB3ZVNstCg4,spotify:track:3fLoeFrSJqOvB3ZVNstCg4,https://api.spotify.com/v1/tracks/3fLoeFrSJqOvB3ZVNstCg4,https://api.spotify.com/v1/audio-analysis/3fLoeFrSJqOvB3ZVNstCg4,287200,4,Nirvana,"Lithium - Live In Melbourne, Australia For Triple J/1992"
65,0.289,0.716,5,-6.53,0,0.106,0.0407,0.00123,0.135,0.344,168.049,audio_features,5O8L4I2S4izFGDjvP7xAKv,spotify:track:5O8L4I2S4izFGDjvP7xAKv,https://api.spotify.com/v1/tracks/5O8L4I2S4izFGDjvP7xAKv,https://api.spotify.com/v1/audio-analysis/5O8L4I2S4izFGDjvP7xAKv,217000,4,Nirvana,You Know You're Right
66,0.358,0.899,0,-4.922,1,0.0439,0.0013,3.01e-05,0.915,0.445,129.719,audio_features,07lK73rPy69daaskUZaV3A,spotify:track:07lK73rPy69daaskUZaV3A,https://api.spotify.com/v1/tracks/07lK73rPy69daaskUZaV3A,https://api.spotify.com/v1/audio-analysis/07lK73rPy69daaskUZaV3A,192973,4,Nirvana,"On A Plain - Live In Tokyo, Japan/1992"
67,0.0887,0.973,4,-3.616,1,0.133,0.000225,0.00536,0.185,0.0813,167.058,audio_features,3YaoHpu1ryyn7d4hM5W5OD,spotify:track:3YaoHpu1ryyn7d4hM5W5OD,https://api.spotify.com/v1/tracks/3YaoHpu1ryyn7d4hM5W5OD,https://api.spotify.com/v1/audio-analysis/3YaoHpu1ryyn7d4hM5W5OD,219680,4,Nirvana,"Breed - Live In Amsterdam, Netherlands/1991"
68,0.83,0.382,2,-11.231,0,0.0566,0.884,0.301,0.11,0.54,121.12,audio_features,3tlXDvaNrrOmdvG0XVUOcv,spotify:track:3tlXDvaNrrOmdvG0XVUOcv,https://api.spotify.com/v1/tracks/3tlXDvaNrrOmdvG0XVUOcv,https://api.spotify.com/v1/audio-analysis/3tlXDvaNrrOmdvG0XVUOcv,173853,4,Nirvana,Polly
69,0.42,0.746,8,-10.628,1,0.0467,0.0141,0.0,0.0661,0.229,111.886,audio_features,5Rizj5FLb2AyNKu9esjYY6,spotify:track:5Rizj5FLb2AyNKu9esjYY6,https://api.spotify.com/v1/tracks/5Rizj5FLb2AyNKu9esjYY6,https://api.spotify.com/v1/audio-analysis/5Rizj5FLb2AyNKu9esjYY6,170000,4,Nirvana,Rape Me
70,0.341,0.964,11,-5.327,0,0.107,1.26e-05,0.000103,0.151,0.459,152.192,audio_features,7glld4kxYHp61zIPtSVHNk,spotify:track:7glld4kxYHp61zIPtSVHNk,https://api.spotify.com/v1/tracks/7glld4kxYHp61zIPtSVHNk,https://api.spotify.com/v1/audio-analysis/7glld4kxYHp61zIPtSVHNk,156427,4,Nirvana,Lounge Act
71,0.479,0.865,5,-8.281,0,0.0339,3.1e-05,0.228,0.182,0.77,137.902,audio_features,5muVpPu8Fj9fXfDbbqDdrZ,spotify:track:5muVpPu8Fj9fXfDbbqDdrZ,https://api.spotify.com/v1/tracks/5muVpPu8Fj9fXfDbbqDdrZ,https://api.spotify.com/v1/audio-analysis/5muVpPu8Fj9fXfDbbqDdrZ,215203,4,Nirvana,Love Buzz
72,0.285,0.979,2,-4.428,1,0.175,0.000144,0.0,0.334,0.108,182.7,audio_features,2jmVGWe4MYY1zAAzpFHHcC,spotify:track:2jmVGWe4MYY1zAAzpFHHcC,https://api.spotify.com/v1/tracks/2jmVGWe4MYY1zAAzpFHHcC,https://api.spotify.com/v1/audio-analysis/2jmVGWe4MYY1zAAzpFHHcC,142947,4,Nirvana,Territorial Pissings
73,0.367,0.981,11,-5.1,0,0.128,5.39e-06,0.0461,0.0822,0.205,165.21,audio_features,4l012k8ZcAdVbUvZ4kae5Q,spotify:track:4l012k8ZcAdVbUvZ4kae5Q,https://api.spotify.com/v1/tracks/4l012k8ZcAdVbUvZ4kae5Q,https://api.spotify.com/v1/audio-analysis/4l012k8ZcAdVbUvZ4kae5Q,211440,4,Nirvana,Stay Away
74,0.298,0.823,7,-9.793,1,0.0816,7.66e-05,7.53e-05,0.132,0.235,135.596,audio_features,0Pie5DFAHHxpkONFUsAI6s,spotify:track:0Pie5DFAHHxpkONFUsAI6s,https://api.spotify.com/v1/tracks/0Pie5DFAHHxpkONFUsAI6s,https://api.spotify.com/v1/audio-analysis/0Pie5DFAHHxpkONFUsAI6s,275600,4,Nirvana,Aneurysm
75,0.428,0.946,2,-4.674,1,0.102,0.000119,3.37e-06,0.141,0.358,133.26,audio_features,651koV4RRMMX6NDbW1ElwP,spotify:track:651koV4RRMMX6NDbW1ElwP,https://api.spotify.com/v1/tracks/651koV4RRMMX6NDbW1ElwP,https://api.spotify.com/v1/audio-analysis/651koV4RRMMX6NDbW1ElwP,194427,4,Nirvana,On A Plain
76,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,audio_features,66w5OYw2ja8lnmaA3Ns0PU,spotify:track:66w5OYw2ja8lnmaA3Ns0PU,https://api.spotify.com/v1/tracks/66w5OYw2ja8lnmaA3Ns0PU,https://api.spotify.com/v1/audio-analysis/66w5OYw2ja8lnmaA3Ns0PU,281160,4,Nirvana,Heart-Shaped Box
77,0.606,0.769,3,-9.215,0,0.0713,0.14,1.64e-05,0.841,0.593,121.042,audio_features,48YkpE5enOln5c7jXSTuHL,spotify:track:48YkpE5enOln5c7jXSTuHL,https://api.spotify.com/v1/tracks/48YkpE5enOln5c7jXSTuHL,https://api.spotify.com/v1/audio-analysis/48YkpE5enOln5c7jXSTuHL,218000,4,Nirvana,About A Girl
78,0.428,0.684,0,-10.044,1,0.0475,1.16e-05,0.000156,0.0744,0.419,141.336,audio_features,3BtHClmMmURD8UHF2fiyxt,spotify:track:3BtHClmMmURD8UHF2fiyxt,https://api.spotify.com/v1/tracks/3BtHClmMmURD8UHF2fiyxt,https://api.spotify.com/v1/audio-analysis/3BtHClmMmURD8UHF2fiyxt,136493,4,Nirvana,Sliver
79,0.45,0.501,4,-12.611,1,0.0712,0.49,2.51e-05,0.552,0.327,84.841,audio_features,2smax1OWAxOo63p14G8KZx,spotify:track:2smax1OWAxOo63p14G8KZx,https://api.spotify.com/v1/tracks/2smax1OWAxOo63p14G8KZx,https://api.spotify.com/v1/audio-analysis/2smax1OWAxOo63p14G8KZx,218133,4,Nirvana,Plateau
80,0.367,0.326,3,-13.025,0,0.0395,0.126,0.000599,0.12,0.333,175.109,audio_features,40VSbBSYbPN10vJYeZq4tm,spotify:track:40VSbBSYbPN10vJYeZq4tm,https://api.spotify.com/v1/tracks/40VSbBSYbPN10vJYeZq4tm,https://api.spotify.com/v1/audio-analysis/40VSbBSYbPN10vJYeZq4tm,154280,4,Nirvana,Marigold - B-Side
