,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist,song name
81,0.42,0.746,8,-10.628,1,0.0467,0.0141,0.0,0.0661,0.229,111.886,audio_features,2i5K0EdMY5zFs9t7KfYK3k,spotify:track:2i5K0EdMY5zFs9t7KfYK3k,https://api.spotify.com/v1/tracks/2i5K0EdMY5zFs9t7KfYK3k,https://api.spotify.com/v1/audio-analysis/2i5K0EdMY5zFs9t7KfYK3k,170000,4,Nirvana,Rape Me
82,0.411,0.882,1,-6.618,1,0.0556,5.65e-06,0.0147,0.298,0.531,129.848,audio_features,7pETV41GUutaZ6KMHMAYIH,spotify:track:7pETV41GUutaZ6KMHMAYIH,https://api.spotify.com/v1/tracks/7pETV41GUutaZ6KMHMAYIH,https://api.spotify.com/v1/audio-analysis/7pETV41GUutaZ6KMHMAYIH,174134,4,Nirvana,Blew
83,0.538,0.51,8,-13.192,1,0.102,0.726,0.0187,0.205,0.262,72.471,audio_features,2vfCSwToh0Am0O4zgHXfn7,spotify:track:2vfCSwToh0Am0O4zgHXfn7,https://api.spotify.com/v1/tracks/2vfCSwToh0Am0O4zgHXfn7,https://api.spotify.com/v1/audio-analysis/2vfCSwToh0Am0O4zgHXfn7,206160,4,Nirvana,Oh Me
84,0.683,0.766,5,-8.733,0,0.041,0.554,0.00346,0.0815,0.568,119.19,audio_features,3sYWyVGfPuit80szWXhrRA,spotify:track:3sYWyVGfPuit80szWXhrRA,https://api.spotify.com/v1/tracks/3sYWyVGfPuit80szWXhrRA,https://api.spotify.com/v1/audio-analysis/3sYWyVGfPuit80szWXhrRA,253907,4,Nirvana,Come As You Are
85,0.569,0.579,1,-10.988,1,0.0716,0.5,2.79e-05,0.109,0.407,108.998,audio_features,3bH8PZsfbCRIoeNiFm7JmU,spotify:track:3bH8PZsfbCRIoeNiFm7JmU,https://api.spotify.com/v1/tracks/3bH8PZsfbCRIoeNiFm7JmU,https://api.spotify.com/v1/audio-analysis/3bH8PZsfbCRIoeNiFm7JmU,263227,4,Nirvana,All Apologies
86,0.435,0.895,10,-8.7,1,0.0421,1.13e-05,0.0318,0.19,0.668,119.659,audio_features,3w5Ekq9O8g0gGFEsT77Ydi,spotify:track:3w5Ekq9O8g0gGFEsT77Ydi,https://api.spotify.com/v1/tracks/3w5Ekq9O8g0gGFEsT77Ydi,https://api.spotify.com/v1/audio-analysis/3w5Ekq9O8g0gGFEsT77Ydi,217173,4,Nirvana,Serve The Servants
87,0.21,0.943,4,-7.656,1,0.0785,1.15e-05,0.493,0.0739,0.13,164.844,audio_features,0EY1Z9UmZnYZyM7zHs6C0j,spotify:track:0EY1Z9UmZnYZyM7zHs6C0j,https://api.spotify.com/v1/tracks/0EY1Z9UmZnYZyM7zHs6C0j,https://api.spotify.com/v1/audio-analysis/0EY1Z9UmZnYZyM7zHs6C0j,162116,4,Nirvana,School
88,0.428,0.449,1,-12.114,0,0.0342,0.000351,0.000498,0.253,0.196,113.308,audio_features,3z53rfQOg6Eb5pBCRsd7Uu,spotify:track:3z53rfQOg6Eb5pBCRsd7Uu,https://api.spotify.com/v1/tracks/3z53rfQOg6Eb5pBCRsd7Uu,https://api.spotify.com/v1/audio-analysis/3z53rfQOg6Eb5pBCRsd7Uu,218813,4,Nirvana,Pennyroyal Tea
89,0.37,0.947,2,-7.213,1,0.0901,7.97e-06,0.000175,0.0762,0.418,81.744,audio_features,5IeTFRymTDiza7DciBD1Gk,spotify:track:5IeTFRymTDiza7DciBD1Gk,https://api.spotify.com/v1/tracks/5IeTFRymTDiza7DciBD1Gk,https://api.spotify.com/v1/audio-analysis/5IeTFRymTDiza7DciBD1Gk,175745,4,Nirvana,Negative Creep
90,0.51,0.641,8,-10.312,1,0.0812,0.0638,3.65e-06,0.272,0.295,113.646,audio_features,7oBazz4xCO7Ul3MJHhKy0Q,spotify:track:7oBazz4xCO7Ul3MJHhKy0Q,https://api.spotify.com/v1/tracks/7oBazz4xCO7Ul3MJHhKy0Q,https://api.spotify.com/v1/audio-analysis/7oBazz4xCO7Ul3MJHhKy0Q,277267,4,Nirvana,Jesus Doesn't Want Me For A Sunbeam
91,0.262,0.886,1,-9.392,1,0.0336,3.11e-06,0.368,0.188,0.965,152.09,audio_features,0hUit24g1EIoATdKYWUiRj,spotify:track:0hUit24g1EIoATdKYWUiRj,https://api.spotify.com/v1/tracks/0hUit24g1EIoATdKYWUiRj,https://api.spotify.com/v1/audio-analysis/0hUit24g1EIoATdKYWUiRj,115813,4,Nirvana,Very Ape
92,0.271,0.959,7,-5.866,1,0.125,0.000256,0.854,0.0858,0.0642,131.846,audio_features,0vNHCXmNzVa8h54SE3JDm7,spotify:track:0vNHCXmNzVa8h54SE3JDm7,https://api.spotify.com/v1/tracks/0vNHCXmNzVa8h54SE3JDm7,https://api.spotify.com/v1/audio-analysis/0vNHCXmNzVa8h54SE3JDm7,403293,4,Nirvana,"Endless, Nameless"
93,0.406,0.81,1,-6.127,1,0.0343,1.04e-05,1.34e-06,0.325,0.638,128.282,audio_features,7tUtvGeKB2V5W5ms6uBlyC,spotify:track:7tUtvGeKB2V5W5ms6uBlyC,https://api.spotify.com/v1/tracks/7tUtvGeKB2V5W5ms6uBlyC,https://api.spotify.com/v1/audio-analysis/7tUtvGeKB2V5W5ms6uBlyC,205493,4,Nirvana,Sappy
94,0.307,0.832,7,-6.685,1,0.0718,0.00897,7.18e-06,0.982,0.232,121.933,audio_features,6g6QsvjCNdc9jCTKC9mlAr,spotify:track:6g6QsvjCNdc9jCTKC9mlAr,https://api.spotify.com/v1/tracks/6g6QsvjCNdc9jCTKC9mlAr,https://api.spotify.com/v1/audio-analysis/6g6QsvjCNdc9jCTKC9mlAr,287200,4,Nirvana,"Lithium - Live In Melbourne, Australia For Triple J/1992"
95,0.479,0.873,1,-5.896,1,0.0438,1.42e-05,0.000565,0.0974,0.816,116.71,audio_features,6y1etHPLRsgA467gLBOgBm,spotify:track:6y1etHPLRsgA467gLBOgBm,https://api.spotify.com/v1/tracks/6y1etHPLRsgA467gLBOgBm,https://api.spotify.com/v1/audio-analysis/6y1etHPLRsgA467gLBOgBm,301453,4,Nirvana,Smells Like Teen Spirit
96,0.69,0.542,6,-9.119,1,0.0367,0.567,0.000779,0.853,0.673,109.449,audio_features,725QAOexNLmGZiFMN7U8pF,spotify:track:725QAOexNLmGZiFMN7U8pF,https://api.spotify.com/v1/tracks/725QAOexNLmGZiFMN7U8pF,https://api.spotify.com/v1/audio-analysis/725QAOexNLmGZiFMN7U8pF,172933,4,Nirvana,Dumb
97,0.482,0.723,10,-10.08,0,0.0425,5.66e-05,0.000432,0.0939,0.554,117.051,audio_features,06B04lID9HGPwPWwBkTQfU,spotify:track:06B04lID9HGPwPWwBkTQfU,https://api.spotify.com/v1/tracks/06B04lID9HGPwPWwBkTQfU,https://api.spotify.com/v1/audio-analysis/06B04lID9HGPwPWwBkTQfU,250013,4,Nirvana,Frances Farmer Will Have Her Revenge On Seattle
98,0.468,0.524,1,-12.38,0,0.0474,0.00064,0.0221,0.131,0.537,136.293,audio_features,4rtZtLpriBscg7zta3TZxp,spotify:track:4rtZtLpriBscg7zta3TZxp,https://api.spotify.com/v1/tracks/4rtZtLpriBscg7zta3TZxp,https://api.spotify.com/v1/audio-analysis/4rtZtLpriBscg7zta3TZxp,234747,4,Nirvana,Milk It
99,0.351,0.395,10,-8.745,1,0.0361,0.0337,0.00454,0.122,0.302,176.836,audio_features,09aF9vhHwC187dABixAOfV,spotify:track:09aF9vhHwC187dABixAOfV,https://api.spotify.com/v1/tracks/09aF9vhHwC187dABixAOfV,https://api.spotify.com/v1/audio-analysis/09aF9vhHwC187dABixAOfV,152933,4,Nirvana,Marigold
100,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.861,audio_features,6mFkJmJqdDVQ1REhVfGgd1,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/tracks/6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/audio-analysis/6mFkJmJqdDVQ1REhVfGgd1,334744,4,pink floyd,Wish You Were Here
101,0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,audio_features,4gMgiXfqyzZLMhsksGmbQV,spotify:track:4gMgiXfqyzZLMhsksGmbQV,https://api.spotify.com/v1/tracks/4gMgiXfqyzZLMhsksGmbQV,https://api.spotify.com/v1/audio-analysis/4gMgiXfqyzZLMhsksGmbQV,238747,4,pink floyd,"Another Brick in the Wall, Pt. 2"
102,0.472,0.366,11,-12.595,0,0.0286,0.15,0.312,0.0837,0.171,127.163,audio_features,5HNCy40Ni5BZJFw1TKzRsC,spotify:track:5HNCy40Ni5BZJFw1TKzRsC,https://api.spotify.com/v1/tracks/5HNCy40Ni5BZJFw1TKzRsC,https://api.spotify.com/v1/audio-analysis/5HNCy40Ni5BZJFw1TKzRsC,382297,4,pink floyd,Comfortably Numb
103,0.468,0.536,11,-10.422,0,0.144,0.024,0.00199,0.269,0.785,126.256,audio_features,0vFOzaXqZHahrZp6enQwQb,spotify:track:0vFOzaXqZHahrZp6enQwQb,https://api.spotify.com/v1/tracks/0vFOzaXqZHahrZp6enQwQb,https://api.spotify.com/v1/audio-analysis/0vFOzaXqZHahrZp6enQwQb,382834,1,pink floyd,Money
